supplier_id,supplier_name,country,region,country_risk_level,country_risk_weight,category,tier,dependency_level,annual_spend_chf,onboarding_date,charter_signed,made_in_disclosed,traceability_level
S0908,Vega Partners,Indonesia,Asia,High,25,IT Services,Tier 2,Low,145339.11,2023-03-23,True,True,Full
S0909,Lumen Partners,Indonesia,Asia,High,25,Facility,Tier 3,Low,121828.59,2021-06-06,True,True,Full
S0910,Helios Partners,United Kingdom,Europe,Low,5,Consulting,Tier 1,Low,121343.15,2016-10-25,True,True,Partial
S0911,Alpine Partners,Philippines,Asia,Medium,15,Components,Tier 1,Low,151864.83,2017-08-28,False,True,Full
S0912,Zenith Supply,Turkey,Europe/Asia,Medium,15,Components,Tier 1,High,55347.16,2025-06-13,True,True,Full
S0913,Alpine Logistics,Spain,Europe,Low,5,Components,Tier 1,Low,507730.06,2020-08-14,True,True,Full
S0914,Alpine Components,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,High,1180689.16,2020-02-11,True,False,Limited
S0915,Alpine Services,Canada,Americas,Low,5,Facility,Tier 1,Low,267085.31,2016-08-15,True,True,Full
S0916,Eclipse Holdings,India,Asia,High,25,Logistics,Tier 1,Low,844074.78,2021-02-13,True,False,Full
S0917,Cascade Systems,Japan,Asia,Low,5,Metals & Minerals,Tier 2,Medium,262924.26,2016-07-08,True,True,Partial
S0918,Nimbus Partners,Vietnam,Asia,High,25,Components,Tier 3,Low,699118.53,2023-11-09,False,True,Partial
S0919,Alpine Manufacturing,India,Asia,High,25,Metals & Minerals,Tier 2,High,290445.35,2017-08-24,True,True,Full
S0920,Eclipse Logistics,Mexico,Americas,Medium,15,Logistics,Tier 2,Low,72993.63,2019-04-20,True,True,Partial
S0921,Argent Partners,France,Europe,Low,5,Metals & Minerals,Tier 1,Low,394981.27,2018-01-17,True,True,Limited
S0922,Lumen Logistics,Mexico,Americas,Medium,15,Tools & Machinery,Tier 1,Low,1313492.43,2024-10-09,True,False,Limited
S0923,Atlas Industries,Singapore,Asia,Low,5,Facility,Tier 1,Medium,128868.91,2025-11-04,True,True,Limited
S0924,Eclipse Manufacturing,South Korea,Asia,Low,5,Metals & Minerals,Tier 3,Medium,66644.1,2023-09-18,True,True,Full
S0925,Cascade Systems,Singapore,Asia,Low,5,Components,Tier 1,High,1161181.77,2021-05-20,True,True,Limited
S0926,Zenith Industries,India,Asia,High,25,IT Services,Tier 1,Medium,152929.18,2020-12-22,True,True,Full
S0927,Meridian Services,Italy,Europe,Low,5,Packaging,Tier 3,Low,134352.12,2024-03-19,True,True,Full
S0928,Atlas Industries,United States,Americas,Low,5,Metals & Minerals,Tier 2,Low,166792.46,2019-10-20,True,True,Partial
S0929,Helios Logistics,Mexico,Americas,Medium,15,Packaging,Tier 2,Medium,151463.11,2018-11-14,True,False,Partial
S0930,Orion Supply,Indonesia,Asia,High,25,Logistics,Tier 1,Low,51502.09,2023-12-03,True,True,Partial
S0931,Zenith Logistics,Indonesia,Asia,High,25,Metals & Minerals,Tier 1,Low,1602532.23,2023-12-22,True,True,Partial
S0932,Meridian Manufacturing,United States,Americas,Low,5,Chemicals,Tier 1,High,617875.39,2019-12-16,True,True,Partial
S0933,Nimbus Logistics,Switzerland,Europe,Low,5,Tools & Machinery,Tier 2,High,514127.45,2017-07-30,True,False,Partial
S0934,Aurora Group,Italy,Europe,Low,5,IT Services,Tier 1,Low,321971.7,2022-12-15,True,False,Full
S0935,Argent Components,Thailand,Asia,Medium,15,Packaging,Tier 1,Low,97261.66,2024-07-25,True,True,Full
S0936,Helios Industries,South Korea,Asia,Low,5,Packaging,Tier 1,Low,371004.2,2025-01-20,True,True,Partial
S0937,Cobalt Components,China,Asia,High,25,Packaging,Tier 1,Medium,124514.78,2017-11-03,False,True,Full
S0938,Cobalt Supply,Turkey,Europe/Asia,Medium,15,Chemicals,Tier 2,Low,100163.82,2024-12-07,True,True,Partial
S0939,Argent Supply,Malaysia,Asia,Medium,15,Packaging,Tier 1,High,121285.87,2020-05-26,True,True,Limited
S0940,Lumen Industries,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 3,Low,326620.33,2022-02-23,True,True,Full
S0941,Zenith Systems,Thailand,Asia,Medium,15,Metals & Minerals,Tier 2,Low,310305.94,2025-08-31,True,True,Limited
S0942,Lumen Industries,Philippines,Asia,Medium,15,Metals & Minerals,Tier 1,Medium,1108184.67,2020-03-04,True,True,Full
S0943,Cascade Components,India,Asia,High,25,Logistics,Tier 1,Low,69569.75,2024-10-24,True,True,Partial
S0944,Novatek Materials,New Zealand,Oceania,Low,5,Logistics,Tier 2,Low,194877.56,2020-04-09,True,True,Partial
S0945,Vega Partners,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Medium,925756.21,2023-03-10,True,True,Partial
S0946,Lumen Systems,Singapore,Asia,Low,5,Metals & Minerals,Tier 1,Medium,2842254.9,2024-11-23,True,False,Partial
S0947,Novatek Systems,Spain,Europe,Low,5,Metals & Minerals,Tier 1,Medium,418304.45,2017-11-15,True,True,Full
S0948,Atlas Holdings,United States,Americas,Low,5,Chemicals,Tier 1,Medium,122696.24,2024-07-29,True,False,Partial
S0949,Alpine Manufacturing,Indonesia,Asia,High,25,Consulting,Tier 2,Low,158300.41,2023-02-05,True,True,Partial
S0950,Zenith Services,Canada,Americas,Low,5,Tools & Machinery,Tier 2,Medium,873284.32,2019-02-21,True,True,Partial
S0951,Alpine Partners,United Arab Emirates,Middle East,Medium,15,Facility,Tier 1,Low,466816.75,2020-08-03,False,True,Full
S0952,Novatek Components,Italy,Europe,Low,5,Metals & Minerals,Tier 1,Medium,325788.13,2019-07-29,True,True,Limited
S0953,Alpine Materials,Brazil,Americas,Medium,15,Metals & Minerals,Tier 2,Medium,859008.48,2019-05-08,True,True,Full
S0954,Atlas Components,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,Medium,351569.58,2017-09-26,True,True,Limited
S0955,Vega Group,Brazil,Americas,Medium,15,Packaging,Tier 1,Low,318856.37,2017-01-02,True,True,Partial
S0956,Argent Services,New Zealand,Oceania,Low,5,Facility,Tier 1,High,403281.65,2018-05-25,True,True,Partial
S0957,Eclipse Logistics,Turkey,Europe/Asia,Medium,15,Logistics,Tier 3,Low,77327.94,2020-07-01,True,True,Full
S0958,Vega Manufacturing,United Arab Emirates,Middle East,Medium,15,Metals & Minerals,Tier 1,Medium,171189.98,2023-06-26,True,True,Partial
S0959,Meridian Systems,United States,Americas,Low,5,Facility,Tier 2,Medium,366299.98,2019-07-10,True,True,Partial
S0960,Argent Manufacturing,Singapore,Asia,Low,5,Logistics,Tier 1,Low,549658.71,2024-05-29,True,True,Partial
S0961,Novatek Manufacturing,China,Asia,High,25,Components,Tier 1,High,791309.99,2022-05-03,True,True,Full
S0962,Aurora Partners,Australia,Oceania,Low,5,Components,Tier 1,Low,351196.39,2017-04-05,True,True,Limited
S0963,Vega Services,Germany,Europe,Low,5,Metals & Minerals,Tier 1,Low,139417.11,2022-11-10,True,True,Partial
S0964,Cobalt Components,South Africa,Africa,Medium,15,Packaging,Tier 1,Low,420897.04,2016-09-11,True,True,Full
S0965,Zenith Logistics,Mexico,Americas,Medium,15,IT Services,Tier 1,Low,204154.08,2018-04-09,True,True,Partial
S0966,Aurora Systems,Canada,Americas,Low,5,Metals & Minerals,Tier 1,Low,291074.17,2024-05-13,True,True,Full
S0967,Meridian Logistics,Australia,Oceania,Low,5,Components,Tier 2,High,977721.26,2022-12-08,False,True,Partial
S0968,Zenith Systems,Switzerland,Europe,Low,5,Facility,Tier 1,Low,55448.85,2021-02-14,False,False,Limited
S0969,Argent Components,Switzerland,Europe,Low,5,Packaging,Tier 1,Medium,73111.06,2016-05-01,True,True,Full
S0970,Helios Services,China,Asia,High,25,Components,Tier 1,Medium,208201.45,2019-01-14,True,True,Full
S0971,Atlas Materials,Australia,Oceania,Low,5,Components,Tier 2,Medium,459119.0,2024-09-14,True,True,Partial
S0972,Novatek Group,Indonesia,Asia,High,25,Tools & Machinery,Tier 1,Medium,413380.1,2023-08-28,True,True,Partial
S0973,Zenith Industries,South Africa,Africa,Medium,15,IT Services,Tier 1,Medium,270432.33,2018-08-08,True,True,Full
S0974,Cascade Group,Spain,Europe,Low,5,Metals & Minerals,Tier 3,Low,565482.32,2025-01-24,True,True,Partial
S0975,Cobalt Systems,Tunisia,Africa,Medium,15,Components,Tier 1,Low,613242.86,2017-02-09,True,True,Partial
S0976,Alpine Materials,New Zealand,Oceania,Low,5,Components,Tier 1,Medium,1636978.8,2020-06-19,True,True,Partial
S0977,Alpine Services,United States,Americas,Low,5,Metals & Minerals,Tier 3,Low,564298.69,2021-06-18,True,True,Full
S0978,Nimbus Manufacturing,Vietnam,Asia,High,25,Metals & Minerals,Tier 1,High,520297.51,2019-10-20,True,False,Full
S0979,Argent Systems,Taiwan,Asia,Low,5,Metals & Minerals,Tier 3,High,242659.75,2023-05-24,True,True,Partial
S0980,Novatek Industries,China,Asia,High,25,Metals & Minerals,Tier 1,Low,333044.28,2025-03-04,True,True,Partial
S0981,Cobalt Manufacturing,Spain,Europe,Low,5,Packaging,Tier 2,Medium,244029.04,2018-12-02,True,True,Partial
S0982,Argent Logistics,India,Asia,High,25,Logistics,Tier 2,Low,97644.83,2025-02-06,True,True,Partial
S0983,Cobalt Group,Tunisia,Africa,Medium,15,IT Services,Tier 2,Low,249828.37,2016-03-06,True,False,Partial
S0984,Aurora Systems,Japan,Asia,Low,5,Components,Tier 1,Low,585810.33,2025-08-15,False,True,Limited
S0985,Zenith Partners,Thailand,Asia,Medium,15,Components,Tier 3,Medium,110119.73,2024-04-15,True,True,Partial
S0986,Aurora Components,Italy,Europe,Low,5,Consulting,Tier 1,Low,388009.73,2018-10-24,True,True,Partial
S0987,Nimbus Components,Vietnam,Asia,High,25,Metals & Minerals,Tier 1,Medium,480358.13,2016-12-18,True,True,Full
S0988,Cobalt Supply,Tunisia,Africa,Medium,15,Metals & Minerals,Tier 1,Medium,1558141.47,2018-06-01,True,True,Partial
S0989,Orion Industries,Germany,Europe,Low,5,Logistics,Tier 1,High,256393.32,2019-01-04,True,True,Limited
S0990,Lumen Logistics,Philippines,Asia,Medium,15,Metals & Minerals,Tier 1,Low,280944.81,2021-12-24,True,True,Partial
S0991,Alpine Systems,Spain,Europe,Low,5,Packaging,Tier 1,Medium,70056.27,2023-06-05,True,True,Partial
S0992,Vega Industries,United Arab Emirates,Middle East,Medium,15,Logistics,Tier 2,Medium,58878.94,2016-06-24,True,True,Partial
S0993,Nimbus Industries,France,Europe,Low,5,Facility,Tier 2,High,473416.47,2024-11-30,True,True,Full
S0994,Cascade Systems,Switzerland,Europe,Low,5,Components,Tier 1,Medium,1406968.66,2017-11-07,True,False,Partial
S0995,Vega Components,United Kingdom,Europe,Low,5,Facility,Tier 1,Low,149707.79,2023-12-10,True,True,Partial
S0996,Lumen Services,Thailand,Asia,Medium,15,Components,Tier 1,Low,312825.24,2016-05-06,True,True,Full
S0997,Helios Components,Switzerland,Europe,Low,5,Components,Tier 1,Low,378699.8,2016-08-20,True,True,Partial
S0998,Cascade Holdings,South Africa,Africa,Medium,15,Components,Tier 1,High,1451290.37,2024-04-22,True,True,Limited
S0999,Zenith Materials,United Kingdom,Europe,Low,5,Components,Tier 1,Low,170514.37,2016-12-08,True,True,Limited
S1000,Alpine Holdings,Turkey,Europe/Asia,Medium,15,Metals & Minerals,Tier 2,Medium,368292.82,2025-02-02,False,True,Full
