supplier_id,supplier_name,country,region,country_risk_level,country_risk_weight,category,tier,dependency_level,annual_spend_chf,onboarding_date,charter_signed,made_in_disclosed,traceability_level,env_score,social_score,governance_score,last_update,data_source,audited,audit_date,audit_score,non_compliance_level,action_deadline_days,audited_by_third_party,incident_penalty,esg_fields_present,esg_completeness,env_score_imputed,social_score_imputed,governance_score_imputed,dependency_penalty,tier_penalty,traceability_penalty,charter_penalty,made_in_penalty,audit_penalty,risk_score,risk_class,spend_exposure_class,recommended_action
S0078,Novatek Group,Thailand,Asia,Medium,15,Facility,Tier 2,Medium,87942.89,2021-11-26,True,True,Full,77.21,54.49,69.14,2024-07-20,Third-party Rating,True,2024-04-05,66.36,Minor,180.0,True,0.0,3,1.0,77.21,54.49,69.14,2,4,0,0,0,7.91,56.620400000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0079,Eclipse Services,South Korea,Asia,Low,5,Components,Tier 2,Low,88027.78,2022-06-12,True,True,Limited,66.72,69.86,74.43,2024-08-18,Supplier Questionnaire,True,2024-12-29,79.62,None,365.0,False,0.0,3,1.0,66.72,69.86,74.43,0,4,10,0,0,0.0,46.306799999999996,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0080,Eclipse Materials,Morocco,Africa,Medium,15,Facility,Tier 1,Low,171931.32,2017-09-28,True,True,Full,60.33,61.72,65.0,2024-07-16,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,60.33,61.72,65.0,0,0,0,0,0,6.0,51.869600000000005,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0081,Helios Components,United States,Americas,Low,5,Components,Tier 1,Medium,171599.4,2025-05-12,False,True,Full,70.24,77.49,72.36,2024-11-12,Internal Assessment,True,2024-04-23,72.77,None,365.0,True,0.0,3,1.0,70.24,77.49,72.36,2,0,0,12,0,0.0,42.9316,Medium Risk,Low Spend,Request signature/commitment before continuation
S0082,Eclipse Logistics,Brazil,Americas,Medium,15,Components,Tier 1,Low,1237253.9,2017-05-16,True,True,Limited,68.94,62.28,70.8,2025-12-04,Supplier Questionnaire,False,,,,,False,7.0,3,1.0,68.94,62.28,70.8,0,0,10,0,0,6.0,61.22880000000001,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0083,Cobalt Manufacturing,South Korea,Asia,Low,5,Consulting,Tier 2,Medium,73930.33,2025-03-29,True,True,Full,74.65,61.01,53.05,2025-04-06,Supplier Questionnaire,False,,,,,False,7.0,3,1.0,74.65,61.01,53.05,2,4,0,0,0,2.0,52.318000000000005,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0084,Helios Holdings,Turkey,Europe/Asia,Medium,15,Components,Tier 1,High,442772.68,2024-10-07,True,True,Partial,68.66,72.27,63.65,2025-05-01,Third-party Rating,True,2024-11-11,58.03,Minor,180.0,False,0.0,3,1.0,68.66,72.27,63.65,5,0,4,0,0,9.9925,58.7417,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0085,Eclipse Group,Malaysia,Asia,Medium,15,IT Services,Tier 1,Medium,312017.26,2024-03-01,False,True,Full,69.89,63.37,58.44,2025-07-24,Third-party Rating,False,,,,,False,3.0,3,1.0,69.89,63.37,58.44,2,0,0,12,0,6.0,66.28200000000001,Medium Risk,Medium Spend,Request signature/commitment before continuation
S0086,Vega Group,Philippines,Asia,Medium,15,Logistics,Tier 2,Medium,51678.11,2021-07-19,True,False,Full,62.84,,66.26,2024-09-19,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,62.84,65.365,66.26,2,4,0,0,5,6.0,60.3056,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0087,Aurora Systems,Brazil,Americas,Medium,15,Logistics,Tier 1,High,71970.89,2016-12-05,True,True,Partial,70.01,73.21,58.01,2024-06-01,Third-party Rating,False,,,,,False,0.0,3,1.0,70.01,73.21,58.01,5,0,4,0,0,6.0,55.800000000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0088,Aurora Industries,Germany,Europe,Low,5,Metals & Minerals,Tier 1,Low,415054.22,2024-12-18,True,True,Partial,52.04,54.15,63.25,2024-02-08,Internal Assessment,False,,,,,False,0.0,3,1.0,52.04,54.15,63.25,0,0,4,0,0,2.0,52.2788,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0089,Zenith Systems,Canada,Americas,Low,5,Components,Tier 1,High,705292.03,2019-05-22,True,True,Full,71.47,,81.94,2024-06-03,Third-party Rating,True,2025-03-30,78.58,None,365.0,True,0.0,2,0.6666666666666666,71.47,65.88,81.94,5,0,0,0,0,0.0,35.165600000000005,Low Risk,Medium Spend,Approved; monitor annually
S0090,Cascade Materials,Indonesia,Asia,High,25,IT Services,Tier 3,Low,197733.49,2019-06-28,True,True,Limited,58.0,48.55,70.93,2025-10-04,Third-party Rating,True,2024-05-13,49.87,Major,30.0,True,10.0,3,1.0,58.0,48.55,70.93,0,8,10,0,0,20.0325,98.92490000000001,High Risk,Low Spend,Immediate corrective action + 30-day follow-up
S0091,Cobalt Logistics,Germany,Europe,Low,5,Metals & Minerals,Tier 2,Medium,462079.25,2024-11-11,True,False,Partial,78.7,55.14,55.02,2024-04-09,Internal Assessment,False,,,,,False,0.0,3,1.0,78.7,55.14,55.02,2,4,4,0,5,2.0,58.05159999999999,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0092,Argent Services,South Korea,Asia,Low,5,Packaging,Tier 1,Low,206403.39,2023-10-17,True,True,Limited,,86.3,77.29,2024-08-18,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,72.38,86.3,77.29,0,0,10,0,0,2.0,35.2308,Low Risk,Low Spend,Approved; monitor annually
S0093,Zenith Systems,Philippines,Asia,Medium,15,Components,Tier 1,High,332515.32,2017-08-12,True,True,Limited,56.11,85.71,56.89,2025-10-11,Third-party Rating,True,2025-02-23,81.58,None,365.0,True,0.0,3,1.0,56.11,85.71,56.89,5,0,10,0,0,0.0,55.0504,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0094,Orion Holdings,Saudi Arabia,Middle East,Medium,15,Components,Tier 1,Medium,431171.12,2024-12-23,True,True,Limited,73.38,54.46,51.29,2024-02-12,Third-party Rating,False,,,,,False,3.0,3,1.0,73.38,54.46,51.29,2,0,10,0,0,6.0,69.1568,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0095,Cascade Materials,South Africa,Africa,Medium,15,IT Services,Tier 1,Low,205758.41,2016-01-19,True,True,Partial,69.41,52.97,76.67,2024-01-11,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,69.41,52.97,76.67,0,0,4,0,0,6.0,53.092800000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0096,Helios Services,Turkey,Europe/Asia,Medium,15,Packaging,Tier 1,Medium,91905.75,2017-08-09,True,True,Full,,46.7,61.8,2024-01-15,Supplier Questionnaire,False,,,,,False,3.0,2,0.6666666666666666,72.38,46.7,61.8,2,0,0,0,0,6.0,59.177600000000005,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0097,Eclipse Manufacturing,Mexico,Americas,Medium,15,Components,Tier 3,Low,1035395.52,2022-07-07,True,False,Partial,60.71,47.07,,2025-01-22,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,60.71,47.07,69.62,0,8,4,0,5,6.0,73.1448,High Risk,High Spend,Prioritize for audit and mitigation plan
S0098,Aurora Partners,South Africa,Africa,Medium,15,Metals & Minerals,Tier 1,Medium,523097.79,2018-03-29,True,True,Full,67.09,64.07,72.14,2024-12-04,Third-party Rating,False,,,,,False,12.0,3,1.0,67.09,64.07,72.14,2,0,0,0,0,6.0,55.352000000000004,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0099,Novatek Materials,Spain,Europe,Low,5,Tools & Machinery,Tier 1,Medium,164178.91,2019-04-02,True,False,Partial,,77.57,61.37,2025-07-19,Internal Assessment,False,,,,,False,0.0,2,0.6666666666666666,70.45,77.57,61.37,2,0,4,0,5,2.0,45.357600000000005,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0100,Helios Systems,Brazil,Americas,Medium,15,Logistics,Tier 1,Low,305488.58,2023-06-17,False,False,Partial,,62.45,71.93,2025-12-13,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,67.71,62.45,71.93,0,0,4,12,5,6.0,68.2936,Medium Risk,Medium Spend,Request signature/commitment before continuation
S0101,Cobalt Components,Saudi Arabia,Middle East,Medium,15,Metals & Minerals,Tier 3,Low,503015.04,2022-07-28,True,True,Partial,69.73,66.1,60.81,2024-01-13,Internal Assessment,False,,,,,False,0.0,3,1.0,69.73,66.1,60.81,0,8,4,0,0,6.0,60.8264,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0102,Aurora Group,India,Asia,High,25,Logistics,Tier 1,High,362300.18,2021-09-05,True,True,Limited,56.26,71.77,52.32,2025-01-13,Third-party Rating,True,2025-06-22,88.93,None,365.0,False,0.0,3,1.0,56.26,71.77,52.32,5,0,10,0,0,0.0,67.5468,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0103,Lumen Manufacturing,Turkey,Europe/Asia,Medium,15,Tools & Machinery,Tier 1,Medium,294238.77,2018-08-25,True,True,Partial,56.61,47.39,71.48,2025-09-10,Third-party Rating,False,,,,,False,0.0,3,1.0,56.61,47.39,71.48,2,0,4,0,0,6.0,62.5696,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0104,Atlas Components,Australia,Oceania,Low,5,Metals & Minerals,Tier 1,Low,195921.32,2018-06-09,True,True,Partial,75.51,79.04,82.09,2024-11-30,Third-party Rating,True,2024-09-01,73.92,None,365.0,False,0.0,3,1.0,75.51,79.04,82.09,0,0,4,0,0,0.0,27.722399999999997,Low Risk,Low Spend,Approved; monitor annually
S0105,Meridian Group,South Korea,Asia,Low,5,Components,Tier 1,High,538627.56,2024-11-29,True,True,Partial,59.99,62.06,76.07,2025-06-29,Supplier Questionnaire,True,2024-12-19,96.57,None,365.0,True,0.0,3,1.0,59.99,62.06,76.07,5,0,4,0,0,0.0,45.7864,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0106,Vega Services,Tunisia,Africa,Medium,15,Consulting,Tier 2,Medium,181752.77,2022-04-22,True,False,Full,49.57,53.66,64.63,2025-11-30,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,49.57,53.66,64.63,2,4,0,0,5,6.0,69.22480000000002,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0107,Cascade Systems,Australia,Oceania,Low,5,Metals & Minerals,Tier 2,Low,307533.7,2021-10-06,True,True,Full,72.21,70.77,63.66,2024-05-22,Supplier Questionnaire,False,,,,,False,6.0,3,1.0,72.21,70.77,63.66,0,4,0,0,0,2.0,43.152,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0108,Atlas Systems,Spain,Europe,Low,5,Metals & Minerals,Tier 2,Low,973609.61,2020-12-02,True,True,Full,65.84,72.07,66.05,2025-07-24,Third-party Rating,False,,,,,False,3.0,3,1.0,65.84,72.07,66.05,0,4,0,0,0,2.0,42.000800000000005,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0109,Vega Supply,Australia,Oceania,Low,5,Logistics,Tier 3,Medium,174512.38,2018-10-21,True,True,Partial,57.89,67.96,74.48,2024-10-10,Internal Assessment,True,2025-04-18,55.26,None,365.0,True,0.0,3,1.0,57.89,67.96,74.48,2,8,4,0,0,3.6850000000000005,53.208200000000005,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0110,Lumen Supply,Canada,Americas,Low,5,IT Services,Tier 3,High,85262.9,2016-03-29,True,True,Full,81.4,51.96,80.64,2024-09-08,Internal Assessment,False,,,,,False,0.0,3,1.0,81.4,51.96,80.64,5,8,0,0,0,2.0,48.3692,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0111,Nimbus Materials,India,Asia,High,25,Metals & Minerals,Tier 1,Low,152016.35,2025-05-25,True,True,Partial,60.66,64.6,72.89,2025-05-31,Supplier Questionnaire,False,,,,,False,7.0,3,1.0,60.66,64.6,72.89,0,0,4,0,0,6.0,61.45040000000001,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0112,Vega Systems,Canada,Americas,Low,5,Logistics,Tier 1,Medium,239420.8,2025-07-13,True,True,Limited,72.24,57.93,68.6,2025-11-30,Internal Assessment,True,2024-03-03,89.88,None,365.0,False,0.0,3,1.0,72.24,57.93,68.6,2,0,10,0,0,0.0,49.3988,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0113,Meridian Manufacturing,Canada,Americas,Low,5,Packaging,Tier 1,Low,136111.51,2016-02-26,True,True,Partial,58.92,73.22,94.21,2024-02-25,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,58.92,73.22,94.21,0,0,4,0,0,2.0,32.8172,Low Risk,Low Spend,Approved; monitor annually
S0114,Nimbus Logistics,New Zealand,Oceania,Low,5,Components,Tier 1,Low,633907.14,2025-04-11,False,False,Full,75.07,,60.44,2024-12-01,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,75.07,65.88,60.44,0,0,0,12,5,2.0,55.037600000000005,Medium Risk,Medium Spend,Request signature/commitment before continuation
S0115,Vega Logistics,India,Asia,High,25,Chemicals,Tier 1,Low,237658.51,2025-08-18,True,True,Partial,40.88,77.4,51.18,2024-02-06,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,40.88,77.4,51.18,0,0,4,0,0,6.0,64.966,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0116,Argent Industries,South Korea,Asia,Low,5,Components,Tier 3,Medium,219566.69,2024-07-10,True,True,Partial,66.33,70.37,73.34,2024-06-25,Third-party Rating,True,2024-03-07,76.19,None,365.0,True,3.0,3,1.0,66.33,70.37,73.34,2,8,4,0,0,0.0,48.2108,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0117,Novatek Systems,Philippines,Asia,Medium,15,Facility,Tier 2,High,112425.91,2024-07-03,True,True,Limited,49.02,68.55,80.22,2024-02-23,Internal Assessment,True,2024-04-02,77.52,None,365.0,True,7.0,3,1.0,49.02,68.55,80.22,5,4,10,0,0,0.0,64.284,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0118,Meridian Systems,United States,Americas,Low,5,IT Services,Tier 2,Medium,41175.69,2019-03-02,True,True,Partial,58.37,69.95,,2024-05-18,Internal Assessment,True,2024-09-17,92.42,None,365.0,False,0.0,2,0.6666666666666666,58.37,69.95,68.87,2,4,4,0,0,0.0,46.388,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0119,Atlas Group,Malaysia,Asia,Medium,15,Metals & Minerals,Tier 2,Low,361209.51,2025-05-09,True,True,Limited,68.26,62.23,55.23,2024-12-14,Third-party Rating,True,2024-02-01,75.34,None,365.0,True,12.0,3,1.0,68.26,62.23,55.23,0,4,10,0,0,0.0,67.1716,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0120,Orion Logistics,United Kingdom,Europe,Low,5,Components,Tier 2,High,179755.17,2022-12-15,True,True,Full,77.88,57.46,83.48,2025-04-12,Internal Assessment,False,,,,,False,3.0,3,1.0,77.88,57.46,83.48,5,4,0,0,0,2.0,43.896,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0121,Helios Materials,Saudi Arabia,Middle East,Medium,15,Consulting,Tier 3,Low,52163.13,2022-02-22,True,True,Partial,53.44,,77.36,2024-12-30,Supplier Questionnaire,True,2024-06-21,49.18,Minor,180.0,True,0.0,2,0.6666666666666666,53.44,61.12,77.36,0,8,4,0,0,12.205,68.2886,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0122,Atlas Supply,Singapore,Asia,Low,5,Consulting,Tier 2,Medium,156445.21,2025-11-22,False,False,Limited,,71.42,53.13,2024-06-15,Supplier Questionnaire,False,,,,,False,0.0,2,0.6666666666666666,69.58,71.42,53.13,2,4,10,12,5,2.0,72.69800000000001,High Risk,Low Spend,Request signature/commitment before continuation
S0123,Nimbus Systems,United Arab Emirates,Middle East,Medium,15,Components,Tier 1,Low,375128.66,2024-10-07,True,True,Full,56.5,72.25,,2025-06-16,Supplier Questionnaire,False,,,,,False,6.0,2,0.6666666666666666,56.5,72.25,69.62,0,0,0,0,0,6.0,50.55159999999999,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0124,Novatek Systems,Morocco,Africa,Medium,15,Metals & Minerals,Tier 1,Low,143498.68,2023-05-27,True,True,Limited,62.48,63.15,56.14,2024-01-22,Internal Assessment,False,,,,,False,0.0,3,1.0,62.48,63.15,56.14,0,0,10,0,0,6.0,63.5308,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0125,Alpine Logistics,Germany,Europe,Low,5,IT Services,Tier 1,Medium,387101.03,2019-08-05,True,True,Full,96.0,68.04,,2024-10-17,Internal Assessment,True,2024-02-18,86.74,None,365.0,False,0.0,2,0.6666666666666666,96.0,68.04,68.87,2,0,0,0,0,0.0,28.6156,Low Risk,Medium Spend,Approved; monitor annually
S0126,Argent Partners,China,Asia,High,25,Metals & Minerals,Tier 1,Low,831926.19,2018-12-07,True,True,Limited,54.52,42.87,43.57,2025-07-04,Supplier Questionnaire,True,2024-01-21,70.33,None,365.0,False,0.0,3,1.0,54.52,42.87,43.57,0,0,10,0,0,0.0,77.394,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0127,Aurora Industries,South Africa,Africa,Medium,15,Logistics,Tier 2,High,334206.02,2024-08-30,True,True,Partial,48.33,75.09,61.84,2025-02-15,Internal Assessment,False,,,,,False,0.0,3,1.0,48.33,75.09,61.84,5,4,4,0,0,6.0,63.8928,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0128,Eclipse Systems,South Korea,Asia,Low,5,Components,Tier 1,High,864139.72,2025-02-15,True,True,Partial,83.91,88.54,65.8,2024-06-24,Third-party Rating,True,2024-10-30,74.6,None,365.0,True,0.0,3,1.0,83.91,88.54,65.8,5,0,4,0,0,0.0,31.7832,Low Risk,Medium Spend,Approved; monitor annually
S0129,Novatek Systems,Morocco,Africa,Medium,15,Metals & Minerals,Tier 1,High,865012.42,2023-12-23,False,True,Full,,,61.34,2025-11-24,Internal Assessment,True,2025-06-09,69.47,Minor,180.0,False,0.0,1,0.3333333333333333,67.95,64.68,61.34,5,0,0,12,0,7.1325,67.8557,Medium Risk,Medium Spend,Request signature/commitment before continuation
S0130,Helios Partners,Malaysia,Asia,Medium,15,Logistics,Tier 1,Medium,3549031.09,2022-06-30,True,True,Partial,75.86,46.52,87.85,2025-02-27,Third-party Rating,False,,,,,False,12.0,3,1.0,75.86,46.52,87.85,2,0,4,0,0,6.0,58.8892,Medium Risk,High Spend,Monitor quarterly; request additional evidence
S0131,Aurora Materials,United States,Americas,Low,5,Logistics,Tier 2,Low,296761.03,2024-11-22,True,True,Partial,88.17,69.25,64.91,2025-10-14,Third-party Rating,False,,,,,False,0.0,3,1.0,88.17,69.25,64.91,0,4,4,0,0,2.0,39.5912,Low Risk,Medium Spend,Approved; monitor annually
S0132,Zenith Components,Spain,Europe,Low,5,Logistics,Tier 2,Low,232953.48,2019-05-18,True,True,Partial,58.7,84.93,69.35,2024-12-13,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,58.7,84.93,69.35,0,4,4,0,0,2.0,40.15,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0133,Cobalt Manufacturing,Indonesia,Asia,High,25,Components,Tier 1,Low,192952.09,2021-10-11,True,True,Partial,48.49,58.85,52.73,2024-08-30,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,48.49,58.85,52.73,0,0,4,0,0,6.0,69.7592,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0134,Meridian Systems,Singapore,Asia,Low,5,Components,Tier 1,Low,296262.89,2016-05-11,True,True,Partial,78.64,66.61,79.99,2024-02-21,Third-party Rating,True,2024-05-19,87.72,None,365.0,True,0.0,3,1.0,78.64,66.61,79.99,0,0,4,0,0,0.0,32.49000000000001,Low Risk,Medium Spend,Approved; monitor annually
S0135,Helios Manufacturing,Vietnam,Asia,High,25,Components,Tier 2,Low,1938965.78,2018-11-11,False,True,Partial,33.96,54.39,56.93,2024-08-30,Third-party Rating,True,2025-01-12,66.71,None,365.0,True,7.0,3,1.0,33.96,54.39,56.93,0,4,4,12,0,0.8225000000000016,88.9401,High Risk,High Spend,Request signature/commitment before continuation
S0136,Lumen Holdings,South Korea,Asia,Low,5,Tools & Machinery,Tier 1,Low,80390.01,2021-11-26,True,True,Full,79.04,83.44,84.67,2025-04-22,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,79.04,83.44,84.67,0,0,0,0,0,2.0,22.1484,Low Risk,Low Spend,Approved; monitor annually
S0137,Zenith Supply,Thailand,Asia,Medium,15,Facility,Tier 1,Medium,111575.25,2017-04-08,True,True,Partial,51.21,68.84,65.46,2024-04-03,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,51.21,68.84,65.46,2,0,4,0,0,6.0,57.428000000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0138,Nimbus Services,Australia,Oceania,Low,5,IT Services,Tier 2,Medium,330592.42,2021-03-21,True,True,Limited,69.18,76.28,43.97,2024-02-09,Supplier Questionnaire,False,,,,,False,0.0,3,1.0,69.18,76.28,43.97,2,4,10,0,0,2.0,56.7972,Medium Risk,Medium Spend,Monitor quarterly; request additional evidence
S0139,Orion Systems,Saudi Arabia,Middle East,Medium,15,Packaging,Tier 1,Low,91835.76,2022-03-23,True,True,Partial,58.13,,76.11,2025-06-25,Third-party Rating,True,2025-02-21,66.53,Minor,180.0,True,7.0,2,0.6666666666666666,58.13,64.11,76.11,0,0,4,0,0,7.8675,57.691900000000004,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0140,Eclipse Industries,China,Asia,High,25,Metals & Minerals,Tier 2,Low,524193.74,2016-11-07,True,True,Limited,46.51,52.98,65.2,2024-08-09,Supplier Questionnaire,True,2025-10-24,65.63,Minor,180.0,True,0.0,3,1.0,46.51,52.98,65.2,0,4,10,0,0,8.092500000000001,80.7637,High Risk,Medium Spend,Prioritize for audit and mitigation plan
S0141,Nimbus Industries,Indonesia,Asia,High,25,Consulting,Tier 1,Medium,168797.91,2021-05-27,True,True,Limited,72.94,47.23,53.82,2024-09-27,Third-party Rating,True,2025-10-04,51.92,Major,30.0,True,12.0,3,1.0,72.94,47.23,53.82,2,0,10,0,0,19.52,95.33239999999999,High Risk,Low Spend,Immediate corrective action + 30-day follow-up
S0142,Helios Services,Brazil,Americas,Medium,15,IT Services,Tier 1,Medium,96637.27,2022-05-15,True,True,Full,73.62,82.52,56.52,2025-04-27,Third-party Rating,True,2024-10-26,62.18,None,365.0,True,3.0,3,1.0,73.62,82.52,56.52,2,0,0,0,0,1.955,42.147,Medium Risk,Low Spend,Monitor quarterly; request additional evidence
S0143,Zenith Holdings,Australia,Oceania,Low,5,Logistics,Tier 1,Low,32205.29,2023-12-12,True,True,Partial,75.85,,68.53,2025-07-23,Third-party Rating,False,,,,,False,0.0,2,0.6666666666666666,75.85,65.365,68.53,0,0,4,0,0,2.0,39.436400000000006,Low Risk,Low Spend,Approved; monitor annually
S0144,Aurora Logistics,Philippines,Asia,Medium,15,IT Services,Tier 1,Medium,188935.97,2018-09-15,True,True,Full,74.23,71.82,,2024-01-31,Supplier Questionnaire,True,2024-07-22,71.11,None,365.0,True,0.0,2,0.6666666666666666,74.23,71.82,68.87,2,0,0,0,0,0.0,38.699200000000005,Low Risk,Low Spend,Approved; monitor annually
